company,latitude,longitude,province,amphur,tumbon
PTT,13.67730753,100.6506469,กรุงเทพมหานคร,ประเวศ,หนองบอน
PTT,13.679674,100.645623,กรุงเทพมหานคร,ประเวศ,หนองบอน
PTT,13.69095,100.6467056,กรุงเทพมหานคร,ประเวศ,หนองบอน
BCP,13.69519,100.67309,กรุงเทพมหานคร,ประเวศ,หนองบอน
BCP,13.677794,100.650418,กรุงเทพมหานคร,ประเวศ,หนองบอน
Susco,13.69032492,100.6703168,กรุงเทพมหานคร,ประเวศ,หนองบอน
Shell,13.67764,100.6526,กรุงเทพมหานคร,ประเวศ,หนองบอน
Shell,13.74553,100.5154,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ช่องป้อมปราบ
Shell,13.74757,100.5111,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์
PTG,13.75672,100.5105,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส
BCP,13.78327,100.53918,กรุงเทพมหานคร,พญาไท,พญาไท
BCP,13.788404,100.536362,กรุงเทพมหานคร,พญาไท,พญาไท
Shell,13.77962,100.5444,กรุงเทพมหานคร,พญาไท,พญาไท
PTT,13.7688344,100.540818,กรุงเทพมหานคร,พญาไท,สามเสนใน
PTT,13.77939,100.55613,กรุงเทพมหานคร,พญาไท,สามเสนใน
Shell,13.76834,100.5497,กรุงเทพมหานคร,พญาไท,สามเสนใน
PTG,13.76894,100.5408,กรุงเทพมหานคร,พญาไท,สามเสนใน
BCP,13.6927,100.60783,กรุงเทพมหานคร,พระโขนง,บางจาก
BCP,13.67828,100.63207,กรุงเทพมหานคร,พระโขนง,บางจาก
Shell,13.68644,100.6338,กรุงเทพมหานคร,พระโขนง,บางจาก
PTT,13.68643061,100.6030681,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้
PTT,13.68625525,100.6017244,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้
PTT,13.68724958,100.6016615,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้
BCP,13.683411,100.591079,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้
BCP,13.695445,100.60561,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้
Shell,13.69618,100.6053,กรุงเทพมหานคร,พระโขนง,พระโขนงใต้
PTT,13.76351751,100.4967544,กรุงเทพมหานคร,พระนคร,ชนะสงคราม
Shell,13.75057,100.5044,กรุงเทพมหานคร,พระนคร,สำราญราษฎร์
PTG,13.74113,100.4259,กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง
PTG,13.72921,100.4343,กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน
PTT,13.73681893,100.4388971,กรุงเทพมหานคร,ภาษีเจริญ,บางแวก
PTT,13.7149722,100.4627778,กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า
BCP,13.71302155,100.4323822,กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า
Shell,13.72008,100.456,กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ
PTG,13.72117,100.4595,กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ
PTT,13.819511,100.734122,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
BCP,13.8123,100.70513,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
BCP,13.822769,100.740784,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
BCP,13.796889,100.710495,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
BCP,13.81235,100.71968,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
Shell,13.78337,100.7458,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
Shell,13.81232,100.7085,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
Shell,13.81932,100.7409,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
Shell,13.81321,100.7114,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
Shell,13.80122,100.7177,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
PTG,13.81313,100.7047,กรุงเทพมหานคร,มีนบุรี,มีนบุรี
PTT,13.78581312,100.7467231,กรุงเทพมหานคร,มีนบุรี,แสนแสบ
PTT,13.84287,100.79083,กรุงเทพมหานคร,มีนบุรี,แสนแสบ
PTT,13.7846104,100.7789086,กรุงเทพมหานคร,มีนบุรี,แสนแสบ
Shell,13.81436,100.7663,กรุงเทพมหานคร,มีนบุรี,แสนแสบ
PTG,13.82459,100.7586,กรุงเทพมหานคร,มีนบุรี,แสนแสบ
PTG,13.8137,100.763,กรุงเทพมหานคร,มีนบุรี,แสนแสบ
PTT,13.69728861,100.5467645,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี
BCP,13.700883,100.545265,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี
Shell,13.70508,100.532,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี
Shell,13.69827,100.5407,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี
PTT,13.68106177,100.527746,กรุงเทพมหานคร,ยานนาวา,บางโพงพาง
BCP,13.682751,100.524555,กรุงเทพมหานคร,ยานนาวา,บางโพงพาง
Shell,13.683,100.524,กรุงเทพมหานคร,ยานนาวา,บางโพงพาง
PTG,13.68987,100.5339,กรุงเทพมหานคร,ยานนาวา,บางโพงพาง
Shell,13.75993,100.5422,กรุงเทพมหานคร,ราชเทวี,ถนนพญาไท
Shell,13.75125,100.5256,กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี
PTT,13.749826,100.5445043,กรุงเทพมหานคร,ราชเทวี,มักกะสัน
PTT,13.7615664,100.5361761,กรุงเทพมหานคร,ราชเทวี,ราชเทวี
PTT,13.682781,100.499063,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
PTT,13.679084,100.496255,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
PTT,13.683377,100.499078,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
PTT,13.6796591,100.4965119,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
BCP,13.68203,100.50117,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
BCP,13.690727,100.487652,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
BCP,13.67587,100.5014,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
BCP,13.683732,100.498487,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
PTG,13.67342,100.5063,กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก
PTT,13.65571,100.49897,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ
BCP,13.673173,100.518138,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ
Shell,13.67308,100.5053,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ
PTG,13.65731,100.4994,กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ
PTG,13.69873,100.8496,กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง
PTT,13.79757,100.83239,กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น
PTT,13.764913,100.723738,กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น
BCP,13.77357,100.73398,กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น
BCP,13.75373,100.717289,กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น
Shell,13.75374,100.7141,กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น
PTT,13.74919738,100.7461031,กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ
BCP,13.745626,100.746935,กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ
Shell,13.74128,100.7468,กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ
Shell,13.7553,100.7505,กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ
PTG,13.76254,100.7459,กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ
PTT,13.710377,100.822661,กรุงเทพมหานคร,ลาดกระบัง,ทับยาว
PTT,13.720671,100.792571,กรุงเทพมหานคร,ลาดกระบัง,ทับยาว
Susco,13.71387224,100.813177,กรุงเทพมหานคร,ลาดกระบัง,ทับยาว
Shell,13.71513,100.8105,กรุงเทพมหานคร,ลาดกระบัง,ทับยาว
PTG,13.72063,100.7946,กรุงเทพมหานคร,ลาดกระบัง,ทับยาว
PTT,13.721942,100.737111,กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง
BCP,13.72289,100.74908,กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง
PTT,13.751034,100.787458,กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว
PTT,13.75509294,100.797187,กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว
Shell,13.75238,100.7798,กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว
PTG,13.75171,100.7823,กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว
PTG,13.76942,100.8094,กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว
PTT,13.83664879,100.6037461,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
PTT,13.84596006,100.6027469,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
PTT,13.84007439,100.599057,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
PTT,13.841563,100.617943,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
BCP,13.839441,100.600204,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
BCP,13.839766,100.5986,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
Shell,13.83166,100.6132,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
PTG,13.84184,100.6181,กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว
PTT,13.80988205,100.6094207,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
PTT,13.79816015,100.6133096,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
PTT,13.82190827,100.5913104,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
BCP,13.80837,100.61803,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
BCP,13.83518,100.63125,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
BCP,13.825431,100.619851,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
BCP,13.8034,100.59235,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
Shell,13.80493,100.6071,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
Shell,13.83045,100.592,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
PTG,13.79794,100.6067,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว
BCP,13.786181,100.609866,กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์
Shell,13.78555,100.611,กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์
PTG,13.7989,100.6201,กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์
BCP,13.7657,100.62333,กรุงเทพมหานคร,วังทองหลาง,พลับพลา
Shell,13.78115,100.6176,กรุงเทพมหานคร,วังทองหลาง,พลับพลา
Shell,13.77685,100.6077,กรุงเทพมหานคร,วังทองหลาง,พลับพลา
PTT,13.7676806,100.5974119,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
PTT,13.771505,100.605169,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
BCP,13.77789,100.60691,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
BCP,13.763927,100.600289,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
BCP,13.78226,100.59507,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
Shell,13.76861,100.5952,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
PTG,13.76712,100.6007,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง
PTG,13.79256,100.6107,กรุงเทพมหานคร,วังทองหลาง,สะพานสอง
BCP,13.73652,100.57207,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ
BCP,13.73806,100.58863,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ
Shell,13.72417,100.5844,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ
PTG,13.72732,100.5962,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ
Shell,13.73585,100.5625,กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ
Shell,13.74308,100.5623,กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ
Shell,13.72498,100.5957,กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ
PTG,13.74036,100.6251,กรุงเทพมหานคร,สวนหลวง,พัฒนาการ
PTT,13.740436,100.624851,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
PTT,13.74303,100.61299,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
PTT,13.71588,100.65022,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
PTT,13.73159795,100.6502405,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
PTT,13.74506617,100.6036493,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
BCP,13.72141,100.61451,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
BCP,13.73682,100.62335,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
BCP,13.736749,100.617914,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
BCP,13.70442,100.64608,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
BCP,13.71029,100.633823,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
Shell,13.71061,100.6324,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
Shell,13.72318,100.6423,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
Shell,13.73685,100.6184,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
Shell,13.70352,100.6454,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
PTG,13.74504,100.6036,กรุงเทพมหานคร,สวนหลวง,สวนหลวง
PTT,13.751167,100.687103,กรุงเทพมหานคร,สะพานสูง,ทับช้าง
PTT,13.751886,100.686635,กรุงเทพมหานคร,สะพานสูง,ทับช้าง
BCP,13.743175,100.674122,กรุงเทพมหานคร,สะพานสูง,ทับช้าง
PTG,13.74178,100.6807,กรุงเทพมหานคร,สะพานสูง,ทับช้าง
BCP,13.788083,100.693341,กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา
BCP,13.78076,100.70575,กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา
PTG,13.78769,100.6918,กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา
PTT,13.77790719,100.6742495,กรุงเทพมหานคร,สะพานสูง,สะพานสูง
BCP,13.778836,100.677746,กรุงเทพมหานคร,สะพานสูง,สะพานสูง
BCP,13.76404,100.694039,กรุงเทพมหานคร,สะพานสูง,สะพานสูง
Shell,13.77701,100.6747,กรุงเทพมหานคร,สะพานสูง,สะพานสูง
Shell,13.7776,100.6734,กรุงเทพมหานคร,สะพานสูง,สะพานสูง
PTT,13.71455948,100.5399406,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ
BCP,13.71098,100.54168,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ
Shell,13.72348,100.537,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ
PTG,13.71103,100.5417,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ
PTG,13.70811,100.5376,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ
BCP,13.713459,100.53407,กรุงเทพมหานคร,สาทร,ยานนาวา
Shell,13.71617,100.5325,กรุงเทพมหานคร,สาทร,ยานนาวา
PTT,13.91083283,100.622396,กรุงเทพมหานคร,สายไหม,คลองถนน
PTT,13.9007,100.6412,กรุงเทพมหานคร,สายไหม,คลองถนน
BCP,13.89955,100.63312,กรุงเทพมหานคร,สายไหม,คลองถนน
BCP,13.92145,100.67558,กรุงเทพมหานคร,สายไหม,สายไหม
PTT,13.920985,100.660421,กรุงเทพมหานคร,สายไหม,สายไหม
PTT,13.934263,100.625674,กรุงเทพมหานคร,สายไหม,สายไหม
Shell,13.92184,100.6506,กรุงเทพมหานคร,สายไหม,สายไหม
PTT,13.89182516,100.6585292,กรุงเทพมหานคร,สายไหม,ออเงิน
PTT,13.89460953,100.6595222,กรุงเทพมหานคร,สายไหม,ออเงิน
BCP,13.894777,100.660167,กรุงเทพมหานคร,สายไหม,ออเงิน
Susco,13.89048992,100.6570673,กรุงเทพมหานคร,สายไหม,ออเงิน
Susco,13.89260071,100.6561434,กรุงเทพมหานคร,สายไหม,ออเงิน
Shell,13.91082,100.6761,กรุงเทพมหานคร,สายไหม,ออเงิน
PTT,13.66006676,100.3524135,กรุงเทพมหานคร,หนองแขม,หนองแขม
PTT,13.686844,100.343245,กรุงเทพมหานคร,หนองแขม,หนองแขม
BCP,13.685575,100.382285,กรุงเทพมหานคร,หนองแขม,หนองแขม
PTT,13.719797,100.364,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู
PTT,13.70726,100.37025,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู
Shell,13.70769,100.365,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู
PTG,13.70486,100.341,กรุงเทพมหานคร,หนองแขม,หนองค้างพลู
PTT,13.8556075,100.8507019,กรุงเทพมหานคร,หนองจอก,กระทุ่มราย
BCP,13.85555,100.85672,กรุงเทพมหานคร,หนองจอก,กระทุ่มราย
BCP,13.853413,100.87228,กรุงเทพมหานคร,หนองจอก,กระทุ่มราย
PTT,13.827181,100.847605,กรุงเทพมหานคร,หนองจอก,โคกแฝด
BCP,13.8107,100.8054,กรุงเทพมหานคร,หนองจอก,โคกแฝด
Shell,13.85329,100.8191,กรุงเทพมหานคร,หนองจอก,โคกแฝด
BCP,13.807266,100.831235,กรุงเทพมหานคร,หนองจอก,ลำผักชี
Shell,13.80408,100.8729,กรุงเทพมหานคร,หนองจอก,ลำผักชี
PTT,13.88645367,100.5833868,กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน
PTT,13.870245,100.574524,กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน
BCP,13.86637,100.57272,กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน
PTT,13.89081709,100.5683058,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
PTT,13.889202,100.572958,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
PTT,13.853469,100.551373,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
BCP,13.88557,100.57122,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
BCP,13.88315,100.57503,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
Shell,13.89033,100.5695,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
Shell,13.85397,100.5494,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
Shell,13.89214,100.5623,กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง
BCP,13.74707,100.59788,กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ
BCP,13.745991,100.580415,กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ
Shell,13.74716,100.5724,กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ
Shell,13.74276,100.5951,กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ
PTT,13.76954391,100.5882289,กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก
PTT,13.78905356,100.5865781,กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก
BCP,13.77162,100.58288,กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก
Shell,13.8008,100.5826,กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก
BCP,13.76707,100.57702,กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,